id,en,ch,manualTag,tranlatedTag,tatoebaEnId,tatoebaChId,wordDifficulty,syllablesCount,combinedDifficulty,isOneHundredPoints
962,He is at home.,他在家裡。,,地點,816868,816870,1,4,4.7,TRUE
963,Can I sit here?,我可以坐這裡嗎？,,地點,1537275,4757682,1,4,4.7,TRUE
964,I lived in Rome.,我住在羅馬。,,地點,767497,5570721,0,5,5,TRUE
965,Tom was at home.,湯姆在家。,,地點,2648914,6321889,2,4,5.4,TRUE
966,Can I sleep here?,我能在這裡睡覺嗎？,,地點,1911934,6860866,1,4,4.7,TRUE
968,I live near here.,我住在這附近。,,地點,413831,826271,0,4,4,TRUE
970,Why are you here?,你為什麼在這？,,地點,1481997,3742607,1,4,4.7,TRUE
971,He's not here yet.,他還沒到這裡。,,地點,2768628,6673090,2,4,5.4,TRUE
972,Tom sent me there.,湯姆送我去了那裡。,,地點,2262278,6075694,2,4,5.4,TRUE
973,Tom works at home.,湯姆在家工作。,,地點,1765311,6075699,1,4,4.7,TRUE
974,Let's get off here.,我們在這裡下車吧。,,地點,61894,332792,2,4,5.4,TRUE
975,We can't talk here.,我們不能在這裡談。,,地點,1954967,5900366,1,5,5.7,TRUE
976,What's in this bag?,這個袋子裡是什麼？,,地點,450136,825906,0,4,4,TRUE
977,Why were you there?,你為什麼在那裡？,,地點,411315,771615,1,4,4.7,TRUE
978,Could you sign here?,你能在這裡簽名嗎？,,地點,61821,415645,3,4,6.1,TRUE
979,There's a book here.,這裡有一本書。,,地點,515536,825137,0,4,4,TRUE
980,Your shoes are here.,你的鞋在這裡。,,地點,17265,373457,2,4,5.4,TRUE
981,But you're not there.,但你不在那裡。,,地點,53546,824529,2,4,5.4,TRUE
982,He eats lunch at a cafeteria.,他在自助餐廳吃午餐。,,地點,289576,864379,0,9,9,TRUE
983,She lived at 56 Russell Square.,她住在羅素廣場56號。,,地點,327964,332600,9,10,16.3,TRUE
984,Has anybody here been to Hawaii?,這裡有人去過夏威夷嗎？,,地點,361589,787368,3,9,11.1,TRUE
986,Do you have a table on the patio?,你院子裡有桌子嗎?,,地點,502617,874491,7,9,13.9,TRUE
987,He worked in a big city hospital.,他在一間大型的市立醫院工作。,,地點,1477086,882987,0,11,11,TRUE
988,I often go swimming in the river.,我常常在河裡游泳。,,地點,255880,875338,1,10,10.7,TRUE
989,I usually stay indoors on Sunday.,星期天我通常待在家裡。,,地點,281863,858070,3,10,12.1,TRUE
990,Mary set the basket on the table.,瑪麗把籃子放在桌子上了。,,地點,32000,894032,3,9,11.1,TRUE
991,My plan is to study in Australia.,我的計劃是去澳洲唸書。,,地點,250747,892519,4,10,12.8,TRUE
992,The tablecloth is in the cabinet.,桌巾在櫥櫃裡。,,地點,39640,868452,12,10,18.4,TRUE
993,We grow vegetables in our garden.,我們在我們的花園裡種菜。,,地點,249095,869909,2,10,11.4,TRUE
994,Did you enjoy staying in Hokkaido?,你喜歡住在北海道嗎？,,地點,321281,842463,3,11,13.1,TRUE
999,I saw a beautiful waterfall there.,我看見那裡有做很美的瀑布。,,地點,1499021,335279,2,10,11.4,TRUE
1001,My camera was stolen on the train.,我的相機在火車上被偷了。,,地點,2846107,476640,3,10,12.1,TRUE
1002,Our library is on the third floor.,我們的圖書館在三樓。,,地點,262600,894042,3,9,11.1,TRUE
1003,She is a clerk in the supermarket.,她是超市的店員。,,地點,310949,333668,3,10,12.1,TRUE
1004,She is eager to live in Australia.,她非常希望能住在澳洲。,,地點,310890,1397315,7,10,14.9,TRUE
1005,She put the magazine on the table.,她把雜誌放在桌上。,,地點,39637,891755,3,9,11.1,TRUE
1006,She visited her husband in prison.,她探望了她在監獄裡的丈夫。,,地點,313374,862875,3,10,12.1,TRUE
1007,She was visibly afraid to be here.,很明顯她害怕待在這裡。,,地點,718049,718385,5,10,13.5,TRUE
1008,The pharmacy is near the hospital.,藥局在醫院附近。,,地點,462858,1225668,7,10,14.9,TRUE
1009,There is a basket under the table.,桌子底下有一個籃子。,,地點,63769,907537,2,9,10.4,TRUE
1010,There is a television in the room.,房裡有台電視。,,地點,44247,804887,3,10,12.1,TRUE
1011,There wasn't anybody in the house.,沒有人在家。,,地點,24161,869920,4,9,11.8,TRUE
1012,He carried a rifle on his shoulder.,他把來福槍背在他的肩上。,,地點,295994,881233,5,9,12.5,TRUE
1013,He has plenty of money in the bank.,他在銀行裡有大量存款。,,地點,295550,1416288,3,10,12.1,TRUE
1014,Hokkaido is to the north of Honshu.,北海道在日本本州的北部。,,地點,321287,887907,11,10,17.7,TRUE
1016,I intend to study abroad next year.,我打算明年出國留學。,,地點,262169,881261,6,10,14.2,TRUE
1017,Studying abroad is very common now.,現在出國留學是很常見的。,,地點,241937,801304,4,10,12.8,TRUE
1018,The baby fell asleep in the cradle.,寶寶在搖籃裡入睡了。,,地點,45825,336584,6,9,13.2,TRUE
1019,The boy has an apple in his pocket.,這男孩的口袋裡有個蘋果。,,地點,46385,335404,1,9,9.7,TRUE
1020,The library is on the second floor.,圖書館在二樓。,,地點,270698,895594,3,10,12.1,TRUE
1021,The oranges in this bag are rotten.,這個袋子裡的柳橙都爛了。,,地點,57999,904919,4,10,12.8,TRUE
1022,There are many stores in this area.,這個區域裡有很多商店。,,地點,57921,900227,2,10,11.4,TRUE
1024,There is a television in this room.,這個房間裡有台電視。,,地點,57350,333126,3,10,12.1,TRUE
1025,We have a door between our offices.,我們的辦公室之間有扇門。,,地點,2712823,6293103,1,10,10.7,TRUE
1026,Yesterday I met Mary on the street.,昨天我在街上遇見了瑪麗。,,地點,244638,902927,2,10,11.4,TRUE
1028,He was sitting between Mary and Tom.,他坐在瑪麗和湯姆之間。,,地點,293011,880244,3,10,12.1,TRUE
1029,I looked for him in the supermarket.,我在超級市場裡找他。,,地點,253948,848695,1,11,11.7,TRUE
1030,It became quiet again in the forest.,森林裡又再度安靜下來了。,,地點,269486,801338,3,10,12.1,TRUE
1031,The calculator on the table is mine.,桌上的計算機是我的。,,地點,39596,464855,5,10,13.5,TRUE
1032,There was hardly anyone in the room.,房間裡幾乎沒有人。,,地點,319489,801451,3,9,11.1,TRUE
1033,"Father is out, but Mother is at home.",爸爸出去了，但媽媽在家。,,地點,319272,334240,3,10,12.1,TRUE
1034,He felt in his pocket for his wallet.,他摸摸口袋找錢包。,,地點,292731,336951,4,10,12.8,TRUE
1036,I am getting off at the next station.,我下一站下車。,,地點,258187,375320,3,10,12.1,TRUE
1037,I arrived at the village before dark.,我天黑之前到達了村莊。,,地點,336059,336106,3,11,13.1,TRUE
1038,I enjoyed driving on the new highway.,我很喜歡在新的高速公路上開車。,,地點,258804,885524,3,12,14.1,TRUE
1039,I kept the $20 I found in the street.,我留下了在街上發現的20美元。,,地點,681287,795458,4,10,12.8,TRUE
1041,My aunt grows tomatoes in her garden.,我阿姨在她的花園裡種蕃茄。,,地點,250270,802014,3,10,12.1,TRUE
1042,She put the dirty dishes in the sink.,她把髒盤子放進水槽裡。,,地點,312724,866752,4,10,12.8,TRUE
1043,There is a village over the mountain.,在山頂上有一座村莊。,,地點,245058,918372,1,10,10.7,TRUE
1044,There was no money left in my wallet.,我錢包裡沒錢了。,,地點,244276,335396,4,10,12.8,TRUE
1045,Tom is used to cooking on a campfire.,湯姆習慣用營火做菜。,,地點,1024784,1261406,9,12,18.3,TRUE
1046,We had lunch at a little coffee shop.,我們在一家小咖啡廳吃午飯。,,地點,715731,6145387,0,8,8,TRUE
1047,I have numerous books on my bookshelf.,我有大量的書在我的書架上。,,地點,1697745,1695387,11,10,17.7,TRUE
1048,I haven't seen you around here before.,我以前在這裡沒見過你。,,地點,2360289,5863293,2,10,11.4,TRUE
1049,She put her CDs in a row on the shelf.,她把她的CD在書架上排成一排。,,地點,310226,897290,7,10,14.9,TRUE
1050,Talking in the library is not allowed.,不准在圖書館裡講話。,,地點,270676,798325,3,12,14.1,TRUE
1051,There weren't any roses in the garden.,花園裡沒有任何玫瑰。,,地點,44966,798301,3,11,13.1,TRUE
1052,We had an unpleasant experience there.,我們在那裡有一個不太愉快的經歷。,,地點,262527,796043,4,10,12.8,TRUE
1053,You are not authorized to enter there.,你無權進入那裡。,,地點,2162140,2161712,8,11,16.6,TRUE
1054,You can see a lot of stars in the sky.,你可以看到天空中的繁星。,,地點,18331,1878288,1,10,10.7,TRUE
1055,A man suddenly appeared in the doorway.,一個男的突然出現在門口。,,地點,280708,3780486,8,12,17.6,TRUE
1056,All the flowers in the garden withered.,所有花園裡的花朵都枯萎了。,,地點,278491,798292,0,11,11,TRUE
1057,He is a waiter in a seaside restaurant.,他是一家海濱餐廳的服務員。,,地點,294691,5958725,8,12,17.6,TRUE
1058,He's a professor of biology at Harvard.,他是哈佛大學的生物學教授。,,地點,292356,332645,13,13,22.1,TRUE
1059,Her house is at the foot of a mountain.,她家在一座山的山腳下。,,地點,309102,799197,1,10,10.7,TRUE
1060,I can't imagine life on another planet.,我無法想像另一個星球上的生物。,,地點,259264,332481,5,13,16.5,TRUE
1061,I found a beautiful shell on the shore.,我在海灘上發現了一個漂亮的貝殼。,,地點,256744,1358441,5,10,13.5,TRUE
1062,I went swimming in the river yesterday.,我昨天去河裡游泳了。,,地點,257787,335679,0,11,11,TRUE
1063,The accident took place at that corner.,事故發生在轉角。,,地點,47119,4732054,3,10,12.1,TRUE
1065,There is a beautiful park near my home.,我家附近有座漂亮的公園。,,地點,250500,333150,1,10,10.7,TRUE
1066,There was a castle here many years ago.,許多年前這裡有一座城堡。,,地點,272129,808265,4,10,12.8,TRUE
1067,Tom hung his jacket in the hall closet.,湯姆把他的夾克掛在大廳衣櫃裡。,,地點,1093523,5624956,5,10,13.5,TRUE
1068,We arrived at a small town in Hokkaido.,我們到達了北海道的一個小鎮。,,地點,249375,1395005,5,12,15.5,TRUE
1070,You're not supposed to be in this area.,你不應該待在這裡。,,地點,2835585,3770515,5,11,14.5,TRUE
1071,He objected to his wife working outside.,他反對妻子外出工作。,,地點,296771,2080585,4,11,13.8,TRUE
1073,I was at home most of the day yesterday.,我昨天大部分時間在家。,,地點,2611896,5624924,2,11,12.4,TRUE
1074,I'm studying at the University of Hyogo.,我在兵庫縣立大學學習。,,地點,452961,1706454,12,13,21.4,TRUE
1075,No one lived on the island at that time.,那個時候，沒有人在這個島上生活。,,地點,279912,2007051,2,11,12.4,TRUE
1076,Our school is in the center of the town.,我們學校在市中心。,,地點,247488,333499,2,10,11.4,TRUE
1078,Somebody had drowned her in the bathtub.,有人把她淹死在浴缸裡。,,地點,24545,805059,12,12,20.4,TRUE
1079,Sydney is the largest city in Australia.,雪梨是澳洲最大的城市。,,地點,53449,798317,8,11,16.6,TRUE
1081,There are a lot of books in the library.,圖書館裡有很多書。,,地點,270688,1260555,1,11,11.7,TRUE
1082,There are seven continents on the earth.,地球上有七大洲。,,地點,271117,2109213,5,10,13.5,TRUE
1083,There is a bank in front of the station.,車站前有個銀行。,,地點,25970,336972,2,10,11.4,TRUE
1084,There wasn't any furniture in that room.,那個房間裡沒有任何傢俱。,,地點,503778,907501,5,11,14.5,TRUE
1085,They live on the other side of the road.,他們住在路對面。,,地點,307254,6103122,3,10,12.1,TRUE
1086,Tom had a lot of problems at the school.,湯姆在學校遇到了很多問題。,,地點,1093872,5091311,2,10,11.4,TRUE
1087,Tom is in the other room drinking vodka.,湯姆在別的房間喝伏特加。,,地點,1868199,5418706,6,11,15.2,TRUE
1088,We are not short of oil in this country.,我們國家不缺石油。,,地點,23470,332861,3,11,13.1,TRUE
1089,We met in a coffee shop near the campus.,我們在校園附近的咖啡廳碰面。,,地點,1893779,5418959,3,10,12.1,TRUE
1091,His office is past the bank on your left.,經過銀行，左邊就是他的辦公室了。,,地點,286530,487705,2,10,11.4,TRUE
1093,I had my teeth examined at the dentist's.,我在牙醫那兒檢查了牙齒。,,地點,258089,390840,5,12,15.5,TRUE
1096,It was in Beijing that I studied Chinese.,我是在北京學的中文。,,地點,844672,859024,11,11,18.7,TRUE
1097,The library is in the middle of the city.,圖書館位於市中心。,,地點,270703,1506818,2,12,13.4,TRUE
1102,Tom criticized Mary in front of everyone.,湯姆在所有人面前批評了瑪麗。,,地點,1095016,2027917,6,13,17.2,TRUE
1103,We can't go outside because it's raining.,因為下雨，我們不能出去。,,地點,1360700,481162,3,11,13.1,TRUE
1104,You must go outside if you want to smoke.,如果您想抽煙的話，您必須出去。,,地點,681536,784569,3,10,12.1,TRUE
1105,Aren't you supposed to be at school today?,你今天不是應該在學校嗎？,,地點,242802,2092361,5,12,15.5,TRUE
1106,Children really like playing on the beach.,孩子們非常喜歡在海灘上玩耍。,,地點,1164967,844153,1,11,11.7,TRUE
1107,Countless stars were twinkling in the sky.,無數星星在天上閃爍。,,地點,18312,5767608,6,10,14.2,TRUE
1108,He has spent ten years in jail for murder.,他因為謀殺案在牢裡待了十年。,,地點,1334559,5505597,7,10,14.9,TRUE
1109,I can't adjust myself to the climate here.,我不能適應這裡的氣候。,,地點,2264264,6091818,7,11,15.9,TRUE
1110,I found something interesting in the town.,我發現了鎮上一些有趣的事。,,地點,327851,805044,4,12,14.8,TRUE
1111,I picked up a pretty shell at the seaside.,我在海邊撿了個漂亮的貝殼。,,地點,500169,5911660,11,12,19.7,TRUE
1112,I want to show you something in my office.,我想給你看看我辦公室裡的一些東西。,,地點,2590916,7774814,2,12,13.4,TRUE
1113,I wrote the wrong address on the envelope.,我在信封上寫錯了地址。,,地點,682501,816527,3,11,13.1,TRUE
1114,Is there central heating in this building?,這棟大樓有中央暖氣系統嗎？,,地點,1088103,4764531,4,10,12.8,TRUE
1115,Many children die of starvation in Africa.,在非洲有許多孩子死於飢餓。,,地點,67760,334868,10,13,20,TRUE
1117,People in the United States speak English.,在美國的人說英語。,,地點,882579,811889,3,11,13.1,TRUE
1118,She stayed in that area for a short while.,她在那地方待了一陣子。,,地點,634344,5983686,3,12,14.1,TRUE
1119,The girl wore a yellow ribbon in her hair.,那女孩的頭髮上綁了一條黃絲帶。,,地點,46633,334126,4,11,13.8,TRUE
1120,The river's on the other side of the hill.,河在山丘的另一端。,,地點,2268495,6109322,3,11,13.1,TRUE
1121,There are a lot of new buildings here now.,這裡現在有了許多新建築。,,地點,241838,5624986,3,10,12.1,TRUE
1122,There are many different people in Europe.,在歐洲有許多不同的人。,,地點,703082,5763027,5,11,14.5,TRUE
1123,There are some strange animals in the zoo.,動物園裡有很多奇怪的動物。,,地點,44694,2482672,3,10,12.1,TRUE
1124,They give good service at that restaurant.,那家餐廳的服務很好。,,地點,68592,804980,2,10,11.4,TRUE
1126,Tom and Mary switched places on the bench.,湯姆和瑪麗在長凳上交換了位置。,,地點,2538348,5842612,5,11,14.5,TRUE
1127,Tom planted three apple trees in his yard.,湯姆在他的院子裡種了三棵蘋果樹。,,地點,1024346,4970104,4,9,11.8,TRUE
1128,We don't want any freeloaders around here.,我們不希望有人在這裡吃霸王餐。,,地點,529638,1227134,9,12,18.3,TRUE
1129,He is richer than anyone else in this town.,他比鎮上的其他人都有錢。,,地點,289937,5931767,3,11,13.1,TRUE
1131,I had no choice but to stay in bed all day.,我不得不一整天都躺在床上。,,地點,437965,408257,2,11,12.4,TRUE
1132,I have no idea of what's going on in there.,我不清楚這裡發生了什麼事。,,地點,1877163,5350410,1,11,11.7,TRUE
1133,I want to stay in a hotel near the airport.,我想住在機場附近的旅館裡。,,地點,1242858,1241329,0,12,12,TRUE
1134,It's very hard getting a taxi in this city.,在這個城市，很難招到計程車。,,地點,1209574,1416167,2,13,14.4,TRUE
1135,My ex-husband no longer lives in this city.,我前夫不再住在這個城市了。,,地點,251802,778484,8,13,18.6,TRUE
1136,My grandfather's photograph is on the wall.,我祖父的照片在牆上掛著。,,地點,2841161,5983610,3,11,13.1,TRUE
1137,The bike parked over there is my brother's.,那邊停著的那輛自行車是我哥哥的。,,地點,1401800,785045,1,11,11.7,TRUE
1138,This summer I went on vacation in Scotland.,這個夏天，我去蘇格蘭度假了。,,地點,708390,710307,9,12,18.3,TRUE
1139,"Tom isn't here yet, but we expect him soon.",湯姆還不在這裡，但我們期待他很快就來。,,地點,1024696,6624716,4,11,13.8,TRUE
1140,Are there any famous musicians on the stage?,舞台上有著名的音樂家嗎？,,地點,319458,333013,6,12,16.2,TRUE
1141,He's a professor at the National University.,他是國立大學的教授。,,地點,2258573,4473128,10,15,22,TRUE
1142,I need to find out when we need to be there.,我需要知道我們什麼時候需要到那裡。,,地點,2387601,5869912,3,11,13.1,TRUE
1143,My parents have just arrived at the station.,我的父母剛剛到達車站。,,地點,325699,809766,4,12,14.8,TRUE
1144,My uncle has a flower shop near the station.,我叔叔在車站附近有一家花店。,,地點,65070,789982,0,11,11,TRUE
1145,She was holding a small parasol in her hand.,她手裡握著一把小陽傘。,,地點,1180732,835553,9,12,18.3,TRUE
1146,There are no hats in that store that fit me.,那個店裡沒有合我尺寸的帽子。,,地點,2681957,2661328,3,10,12.1,TRUE
1147,There was a cottage on the side of the hill.,山坡上有一個茅屋。,,地點,48731,847789,6,11,15.2,TRUE
1148,There was a cottage on the side of the hill.,山坡上有一間小屋。,,地點,48731,847791,6,11,15.2,TRUE
1149,Tom and Mary have been here for three hours.,湯姆和瑪麗已經在這裡待了三個小時。,,地點,2640458,6131476,3,10,12.1,TRUE
1150,"As long as you keep quiet, you can stay here.",只要你保持安靜，你就可以留在這裡。,,地點,788263,779494,3,10,12.1,TRUE
1151,Do you know of any good restaurant near here?,你知道這兒附近有什麼好餐廳嗎?,,地點,61364,390531,1,12,12.7,TRUE
1152,"If it rains tomorrow, I'll just stay at home.",如果明天下雨，我就待在家。,,地點,386758,333425,3,11,13.1,TRUE
1153,She rested her head on her mother's shoulder.,她把頭靠在她母親的肩上。,,地點,316932,5883328,1,11,11.7,TRUE
1155,There's no space in the room for another bed.,這間房間沒有空間再放一張床了。,,地點,682053,900052,3,11,13.1,TRUE
1156,Time is the most precious thing in the world.,時間是世界上最寶貴的東西。,,地點,2676772,464922,5,10,13.5,TRUE
1157,Tom happened to meet Mary at the supermarket.,湯姆在超市偶遇瑪麗。,,地點,1028776,1372497,3,14,16.1,TRUE
1158,What do you say to taking a walk in the park?,去公園散步你覺得怎麼樣？,,地點,240457,405266,0,12,12,TRUE
1159,Car exhaust causes serious pollution in towns.,汽車廢棄在城鎮裡造成了嚴重的污染。,,地點,265533,5715189,10,13,20,TRUE
1160,"Excuse me, I have to get off at the next stop.",對不起，我要在下一站下。,,地點,51487,462014,4,12,14.8,TRUE
1161,He regrets not having worked harder at school.,他後悔在學校時沒用功讀書。,,地點,294797,332453,5,12,15.5,TRUE
1162,I know that you are learning French at school.,我知道你在學校學法語。,,地點,2451195,6103233,4,10,12.8,TRUE
1163,I met him by chance on the train this morning.,今天早上我和他在火車上巧遇。,,地點,242253,1420611,1,11,11.7,TRUE
1164,"In the United States, school buses are yellow.",在美國，校車是黃色的。,,地點,682511,816555,3,13,15.1,TRUE
1165,My mother looked at me with tears in her eyes.,我媽媽眼含著淚看我。,,地點,852892,5739305,2,13,14.4,TRUE
1166,The air is thin at the top of a high mountain.,山頂上空氣稀薄。,,地點,241217,6120787,4,12,14.8,TRUE
1167,There is a big supermarket in my neighborhood.,在我家附近有一間大型超市。,,地點,65569,2615139,4,13,15.8,TRUE
1168,Tom wondered why there was a dog in his house.,湯姆覺得奇怪，為什麼他的房子裡有隻狗。,,地點,2537839,5670776,4,12,14.8,TRUE
1169,A fire broke out in my neighborhood last night.,昨晚我鄰居家著火了。,,地點,244732,332903,5,11,14.5,TRUE
1170,A truck was standing in the middle of the road.,路中間有一輛卡車。,,地點,36949,487597,4,11,13.8,TRUE
1171,Friends are like flowers in the garden of life.,朋友就像生命之園裡的花朵。,,地點,795786,796654,1,11,11.7,TRUE
1172,He spent his sixtieth birthday in the hospital.,他在醫院裡度國了他的十六歲生日。,,地點,803282,6098440,8,12,17.6,TRUE
1173,I had no idea there'd be this many people here.,我沒想到這裡有這麼多人。,,地點,2640236,5581771,3,12,14.1,TRUE
1174,It cost him 50 dollars to rent a car in Hawaii.,他花了50美元在夏威夷租了一輛汽車。,,地點,292450,1426449,4,14,16.8,TRUE
1175,It was a bag that I lost in the room yesterday.,那是我昨天在房裡掉了的包包。,,地點,246783,6065385,3,13,15.1,TRUE
1176,The house I bought is pretty far from downtown.,我買的房子離市中心比較遠。,,地點,2165609,785028,4,11,13.8,TRUE
1177,The man reading a paper over there is my uncle.,在那裡看報紙的男人是我叔叔。,,地點,32070,336724,2,13,14.4,TRUE
1178,The teacher assembled the students in the hall.,老師在禮堂把學生們集合起來。,,地點,48683,897263,5,12,15.5,TRUE
1179,They buried him in the graveyard by the church.,他們把他埋葬在教堂旁的墓園。,,地點,307408,918020,11,13,20.7,TRUE
1180,An old man was resting in the shade of the tree.,一個老人在樹蔭下休息。,,地點,413018,869943,5,12,15.5,TRUE
1181,"As long as you are here, we might as well begin.","既然你在這裡, 那我們就開始吧。",,地點,17705,772370,4,12,14.8,TRUE
1182,Do you know if my father is still in the office?,你知道我的父親還在辦公室嗎？,,地點,816223,816692,3,13,15.1,TRUE
1183,He is very influential in the world of medicine.,他在醫學界有很大的影響力。,,地點,1229515,408847,7,14,18.9,TRUE
1184,How long do you plan on staying in this country?,你打算在這個國家待多久？,,地點,1211535,333990,0,14,14,TRUE
1185,It is said that treasure is buried in this area.,據說這個區域埋著財寶。,,地點,59605,336188,6,13,17.2,TRUE
1187,The minimum wage in Okinawa is 642 yen per hour.,沖繩的最低時薪是每小時642日元。,,地點,828804,829686,13,20,29.1,TRUE
1189,There were a lot of excited fans in the stadium.,體育場裡有很多興奮的球迷。,,地點,324095,2317166,6,13,17.2,TRUE
1190,We want to be on the first bus tomorrow morning.,我想搭明天早上第一班公車。,,地點,2032040,5989211,2,13,14.4,TRUE
1191,"When I was a child, I used to swim in that pond.",當我還是個孩子的時候，我在這個泳池裡游過泳。,,地點,404101,4845038,1,13,13.7,TRUE
1192,My train left at 7 and arrived in New York at 10.,我乘的火車七點出發，十點抵達紐約。,,地點,453005,444668,5,15,18.5,TRUE
1193,"There are more than 4,000 languages in the world.",全世界有超過4000多種的語言。,,地點,1490655,1883017,4,13,15.8,TRUE
1194,"Tom is in the living room, sleeping on the couch.",湯姆在客廳，躺在長沙發上睡覺。,,地點,2494735,5942091,5,12,15.5,TRUE
1196,You can ask the child that is playing over there.,你可以問問在那裡玩的孩子。,,地點,815808,816767,3,13,15.1,TRUE
1197,A bird in the hand is better than two in the bush.,一鳥在手勝過二鳥在林。,,地點,464908,771150,5,13,16.5,TRUE
1198,"Every time he comes here, he orders the same dish.",每次他來這裡都點一樣的菜。,,地點,894789,4757626,1,14,14.7,TRUE
1199,Is it all right to take pictures in this building?,我們可以在大樓裡拍照嗎？,,地點,59447,343315,2,13,14.4,TRUE
1200,Jupiter is the largest planet in the Solar System.,木星是太陽系中最大的行星。,,地點,499549,4265892,14,14,23.8,TRUE
1201,She helped her father with the work in the garden.,她幫她爸爸做了園藝。,,地點,316803,333539,0,13,13,TRUE
1202,There was no one in the room besides Tom and Mary.,除了湯姆和瑪麗，房間裡沒有人。,,地點,1030029,5624957,4,14,16.8,TRUE
1203,Life in prison is worse than the life of an animal.,監獄生活比畜牲還不如。,,地點,2149,345894,4,14,16.8,TRUE
1204,There's a bottle of white wine in the refrigerator.,冰箱裡有一瓶白葡萄酒。,,地點,2712539,6098446,5,13,16.5,TRUE
1205,A beautiful woman was seated one row in front of me.,一個美麗的女人坐在我前面一排。,,地點,318149,830393,3,15,17.1,TRUE
1206,"All of a sudden, three dogs appeared in front of us.",突然之間，三隻狗出現在我們面前。,,地點,19634,830482,4,14,16.8,TRUE
1207,Did you know that some foxes lived on this mountain?,你知道有狐狸住在這座山上嗎?,,地點,59183,907302,3,13,15.1,TRUE
1208,Let's meet at the station at eight tomorrow morning.,明早八點車站見。,,地點,323184,4972514,1,13,13.7,TRUE
1209,"Quite by chance, I met my old friend at the airport.",很幸運地，我在機場遇到了我的老朋友。,,地點,32529,334850,2,12,13.4,TRUE
1210,She went over the list to see if her name was there.,她走過去看看她的名字是否在名單上。,,地點,314741,830382,3,13,15.1,TRUE
1211,The ice on the lake is too thin to bear your weight.,湖上的冰太薄了，承受不了你的重量。,,地點,48127,333758,4,12,14.8,TRUE
1212,The wind blew too hard for them to play in the park.,風刮得太大，他們沒法在公園裡玩了。,,地點,319665,333203,3,12,14.1,TRUE
1213,There's a lot of trash on the far bank of the river.,河對岸有很多垃圾。,,地點,273194,830372,4,13,15.8,TRUE
1214,How much of what I've written here do you understand?,我在這裡寫的東西，你了解了多少？,,地點,776915,776935,0,13,13,TRUE
1216,It is said that his father died in a foreign country.,據說他爸爸在國外去世了。,,地點,285290,332895,3,15,17.1,TRUE
1217,The bus stopped suddenly in the middle of the street.,公車突然在路中央停了下來。,,地點,35294,774510,4,13,15.8,TRUE
1218,The girl was sobbing in the corner of the schoolroom.,女孩在教室的角落啜泣。,,地點,267859,5363945,12,13,21.4,TRUE
1219,Tom bought a camera at a store not too far from here.,湯姆在離這裡不遠的一家店裡買了一台相機。,,地點,1026999,4845057,3,14,16.1,TRUE
1220,We just have to make sure Tom is planning to be here.,我們只是需要確認湯姆會來這裡。,,地點,1893788,5418980,3,13,15.1,TRUE
1222,I didn't know who was going to meet me at the airport.,我不知道誰會來機場見我。,,地點,1887191,5617195,2,14,15.4,TRUE
1223,I took him to the most expensive restaurant on campus.,我帶他去了校園裡最貴的餐廳。,,地點,425898,426408,6,15,19.2,TRUE
1224,That was the first time that a man walked on the moon.,那是人類第一次在月球上行走。,,地點,43103,333857,2,13,14.4,TRUE
1226,You look pale. You had better lie down in bed at once.,你看上去很蒼白。你最好立刻去床上躺會兒。,,地點,16225,611541,5,13,16.5,TRUE
1227,"Iron the inside of collars first, and then the outside.",先熨領子的裡面，然後是外面。,,地點,65250,1394904,5,14,17.5,TRUE
1228,"The moment I held the baby in my arms, it began to cry.",我一把孩子抱在手裡，他就開始哭了。,,地點,247083,802849,3,16,18.1,TRUE
1229,I told you not to talk about the matter in her presence.,我跟你說過她在的時候不要說這件事。,,地點,309524,465025,4,15,17.8,TRUE
1230,Some people do not like to deposit their money in banks.,有些人不喜歡把錢存在銀行。,,地點,18439,487652,5,14,17.5,TRUE
1231,Almost everyone in our village is related to one another.,我們村里所有的村民幾乎彼此都是親戚。,,地點,2174963,2174210,5,18,21.5,TRUE
1232,No other mountain in the world is as tall as Mt. Everest.,世界上任何山峰都沒有像珠穆朗瑪峰那麼高。,,地點,388012,343363,3,16,18.1,TRUE
1233,She would often go to the theater when she was in London.,她在倫敦的時候，曾經常去劇院。,,地點,312447,863947,2,15,16.4,TRUE
1234,What have you done with my pen? It was here a minute ago.,你對我的鋼筆做了什麼事? 一分鐘前它還在這裡。,,地點,33560,793606,2,15,16.4,TRUE
1235,He was discovered unconscious on the floor of the kitchen.,他被人發現倒在廚房的地板上，不省人事。,,地點,383528,343972,9,16,22.3,TRUE
1236,The Eiffel Tower is in the same city as the Louvre Museum.,埃菲爾鐵塔和盧浮宮在同一座城市。,,地點,479194,526553,15,16,26.5,TRUE
1237,The train will probably arrive at the station before noon.,火車大概會在中午前到站。,,地點,326247,336637,5,15,18.5,TRUE
1238,We enjoyed watching the fireworks on a bridge last summer.,去年夏天，我們在橋上看煙火看得很過癮。,,地點,244689,335171,4,17,19.8,TRUE
1239,"Yesterday, an explosion occurred at the fireworks factory.",昨晚，煙火廠發生了爆炸。,,地點,1697764,1694988,9,18,24.3,TRUE
1241,They wanted a wedding picture in front of the Eiffel Tower.,他們想在艾菲爾鐵塔前面拍張結婚照。,,地點,681034,899986,9,16,22.3,TRUE
1242,Tom has no idea what to do with all the junk in his garage.,湯姆不知道拿他車庫的那些垃圾怎麼辦。,,地點,1884500,7774809,6,16,20.2,TRUE
